# x,y,z,group (every 3 lines = 1 triangle)
-4.165934,9.585140,-1.958521,0
-4.024407,9.308143,-3.221163,0
-5.188313,8.832319,-1.931091,0
-5.269831,8.915527,-0.612954,0
-4.228136,9.684751,-0.612954,0
-5.188313,8.832319,-1.931091,0
-4.228136,9.684751,-0.612954,0
-4.165934,9.585140,-1.958521,0
-4.165934,9.585140,-1.958521,0
-4.228136,9.684751,-0.612954,0
-2.960676,10.296142,-0.612954,0
-4.165934,9.585140,-1.958521,0
-2.960676,10.296142,-0.612954,0
-2.919798,10.182897,-2.003614,0
-4.024407,9.308143,-3.221163,0
-4.165934,9.585140,-1.958521,0
-2.919798,10.182897,-2.003614,0
-4.024407,9.308143,-3.221163,0
-2.919798,10.182897,-2.003614,0
-2.837697,9.850964,-3.325950,0
-6.493702,7.160978,-0.612954,0
-6.386336,7.109489,0.749811,0
-5.889397,8.006689,0.716177,0
-6.493702,7.160978,-0.612954,0
-5.889397,8.006689,0.716177,0
-5.985513,8.073948,-0.612954,0
-6.386336,7.109489,0.749811,0
-6.083507,6.994184,2.037769,0
-5.630776,7.846088,1.957963,0
-6.386336,7.109489,0.749811,0
-5.630776,7.846088,1.957963,0
-5.889397,8.006689,0.716177,0
-5.889397,8.006689,0.716177,0
-5.630776,7.846088,1.957963,0
-4.984122,8.618496,1.929673,0
-5.889397,8.006689,0.716177,0
-4.984122,8.618496,1.929673,0
-5.188313,8.832319,0.705184,0
-5.985513,8.073948,-0.612954,0
-5.889397,8.006689,0.716177,0
-5.188313,8.832319,0.705184,0
-5.985513,8.073948,-0.612954,0
-5.188313,8.832319,0.705184,0
-5.269831,8.915527,-0.612954,0
-7.215790,5.076320,-0.612954,0
-7.092593,5.055705,0.828100,0
-6.796278,6.141950,0.790300,0
-7.215790,5.076320,-0.612954,0
-6.796278,6.141950,0.790300,0
-6.912920,6.177577,-0.612954,0
-7.092593,5.055705,0.828100,0
-6.736891,5.013462,2.206233,0
-6.461456,6.066051,2.126739,0
-7.092593,5.055705,0.828100,0
-6.461456,6.066051,2.126739,0
-6.796278,6.141950,0.790300,0
-6.796278,6.141950,0.790300,0
-6.461456,6.066051,2.126739,0
-6.083507,6.994184,2.037769,0
-6.796278,6.141950,0.790300,0
-6.083507,6.994184,2.037769,0
-6.386336,7.109489,0.749811,0
-6.912920,6.177577,-0.612954,0
-6.796278,6.141950,0.790300,0
-6.386336,7.109489,0.749811,0
-6.912920,6.177577,-0.612954,0
-6.386336,7.109489,0.749811,0
-6.493702,7.160978,-0.612954,0
-2.736547,8.618760,-5.468167,0
-2.754912,9.308143,-4.511637,0
-1.478990,9.585140,-4.658971,0
-2.736547,8.618760,-5.468167,0
-1.478990,9.585140,-4.658971,0
-1.481725,8.832583,-5.675854,0
-2.754912,9.308143,-4.511637,0
-2.837697,9.850964,-3.325950,0
-1.510063,10.182897,-3.415278,0
-2.754912,9.308143,-4.511637,0
-1.510063,10.182897,-3.415278,0
-1.478990,9.585140,-4.658971,0
-1.478990,9.585140,-4.658971,0
-1.510063,10.182897,-3.415278,0
-0.111967,10.296142,-3.456076,0
-1.478990,9.585140,-4.658971,0
-0.111967,10.296142,-3.456076,0
-0.111967,9.684751,-4.721051,0
-1.481725,8.832583,-5.675854,0
-1.478990,9.585140,-4.658971,0
-0.111967,9.684751,-4.721051,0
-1.481725,8.832583,-5.675854,0
-0.111967,9.684751,-4.721051,0
-0.111297,8.915753,-5.757465,0
-4.394090,8.043661,-4.844206,0
-4.697627,8.309872,-4.192776,0
-3.848632,8.875600,-4.317952,0
-4.394090,8.043661,-4.844206,0
-3.848632,8.875600,-4.317952,0
-3.760436,8.310030,-5.170820,0
-4.697627,8.309872,-4.192776,0
-4.984122,8.618496,-3.155581,0
-4.024407,9.308143,-3.221163,0
-4.697627,8.309872,-4.192776,0
-4.024407,9.308143,-3.221163,0
-3.848632,8.875600,-4.317952,0
-3.848632,8.875600,-4.317952,0
-4.024407,9.308143,-3.221163,0
-2.837697,9.850964,-3.325950,0
-3.848632,8.875600,-4.317952,0
-2.837697,9.850964,-3.325950,0
-2.754912,9.308143,-4.511637,0
-3.760436,8.310030,-5.170820,0
-3.848632,8.875600,-4.317952,0
-2.754912,9.308143,-4.511637,0
-3.760436,8.310030,-5.170820,0
-2.754912,9.308143,-4.511637,0
-2.736547,8.618760,-5.468167,0
-6.736891,5.013462,2.206233,0
-6.162575,4.969193,3.458523,0
-5.923557,5.980860,3.329546,0
-6.736891,5.013462,2.206233,0
-5.923557,5.980860,3.329546,0
-6.461456,6.066051,2.126739,0
-6.162575,4.969193,3.458523,0
-5.407516,4.945582,4.529305,0
-5.211722,5.935940,4.351527,0
-6.162575,4.969193,3.458523,0
-5.211722,5.935940,4.351527,0
-5.923557,5.980860,3.329546,0
-5.923557,5.980860,3.329546,0
-5.211722,5.935940,4.351527,0
-4.951372,6.778075,4.123161,0
-5.923557,5.980860,3.329546,0
-4.951372,6.778075,4.123161,0
-5.604488,6.854221,3.176114,0
-6.461456,6.066051,2.126739,0
-5.923557,5.980860,3.329546,0
-5.604488,6.854221,3.176114,0
-6.461456,6.066051,2.126739,0
-5.604488,6.854221,3.176114,0
-6.083507,6.994184,2.037769,0
-6.949570,2.352660,2.277864,0
-6.341358,2.366260,3.560494,0
-6.287530,3.775179,3.536211,0
-6.949570,2.352660,2.277864,0
-6.287530,3.775179,3.536211,0
-6.882074,3.788188,2.257612,0
-6.341358,2.366260,3.560494,0
-5.509455,2.377456,4.638422,0
-5.491507,3.765092,4.621274,0
-6.341358,2.366260,3.560494,0
-5.491507,3.765092,4.621274,0
-6.287530,3.775179,3.536211,0
-6.287530,3.775179,3.536211,0
-5.491507,3.765092,4.621274,0
-5.407516,4.945582,4.529305,0
-6.287530,3.775179,3.536211,0
-5.407516,4.945582,4.529305,0
-6.162575,4.969193,3.458523,0
-6.882074,3.788188,2.257612,0
-6.287530,3.775179,3.536211,0
-6.162575,4.969193,3.458523,0
-6.882074,3.788188,2.257612,0
-6.162575,4.969193,3.458523,0
-6.736891,5.013462,2.206233,0
-6.083507,6.994185,-3.263676,0
-6.386336,7.109490,-1.975718,0
-5.889397,8.006690,-1.942084,0
-6.083507,6.994185,-3.263676,0
-5.889397,8.006690,-1.942084,0
-5.630776,7.846088,-3.183870,0
-6.386336,7.109490,-1.975718,0
-6.493702,7.160978,-0.612954,0
-5.985513,8.073948,-0.612954,0
-6.386336,7.109490,-1.975718,0
-5.985513,8.073948,-0.612954,0
-5.889397,8.006690,-1.942084,0
-5.889397,8.006690,-1.942084,0
-5.985513,8.073948,-0.612954,0
-5.269831,8.915527,-0.612954,0
-5.889397,8.006690,-1.942084,0
-5.269831,8.915527,-0.612954,0
-5.188313,8.832319,-1.931091,0
-5.630776,7.846088,-3.183870,0
-5.889397,8.006690,-1.942084,0
-5.188313,8.832319,-1.931091,0
-5.630776,7.846088,-3.183870,0
-5.188313,8.832319,-1.931091,0
-4.984122,8.618496,-3.155581,0
-6.735759,5.010996,-3.430031,0
-7.092593,5.055705,-2.054007,0
-6.796278,6.141951,-2.016207,0
-6.735759,5.010996,-3.430031,0
-6.796278,6.141951,-2.016207,0
-6.461456,6.066052,-3.352646,0
-7.092593,5.055705,-2.054007,0
-7.215790,5.076320,-0.612954,0
-6.912920,6.177577,-0.612954,0
-7.092593,5.055705,-2.054007,0
-6.912920,6.177577,-0.612954,0
-6.796278,6.141951,-2.016207,0
-6.796278,6.141951,-2.016207,0
-6.912920,6.177577,-0.612954,0
-6.493702,7.160978,-0.612954,0
-6.796278,6.141951,-2.016207,0
-6.493702,7.160978,-0.612954,0
-6.386336,7.109490,-1.975718,0
-6.461456,6.066052,-3.352646,0
-6.796278,6.141951,-2.016207,0
-6.386336,7.109490,-1.975718,0
-6.461456,6.066052,-3.352646,0
-6.386336,7.109490,-1.975718,0
-6.083507,6.994185,-3.263676,0
-7.108310,-1.046445,2.236127,0
-6.459882,-0.980392,3.482687,0
-6.366998,0.709880,3.529255,0
-7.108310,-1.046445,2.236127,0
-6.366998,0.709880,3.529255,0
-6.991943,0.669308,2.263976,0
-6.459882,-0.980392,3.482687,0
-5.567280,-0.873284,4.537861,0
-5.507117,0.765657,4.591738,0
-6.459882,-0.980392,3.482687,0
-5.507117,0.765657,4.591738,0
-6.366998,0.709880,3.529255,0
-6.366998,0.709880,3.529255,0
-5.507117,0.765657,4.591738,0
-5.509455,2.377456,4.638422,0
-6.366998,0.709880,3.529255,0
-5.509455,2.377456,4.638422,0
-6.341358,2.366260,3.560494,0
-6.991943,0.669308,2.263976,0
-6.366998,0.709880,3.529255,0
-6.341358,2.366260,3.560494,0
-6.991943,0.669308,2.263976,0
-6.341358,2.366260,3.560494,0
-6.949570,2.352660,2.277864,0
-7.449846,2.340937,-0.612953,0
-7.322329,2.344018,0.865010,0
-7.248647,3.802384,0.853666,0
-7.449846,2.340937,-0.612953,0
-7.248647,3.802384,0.853666,0
-7.374941,3.809779,-0.612954,0
-7.322329,2.344018,0.865010,0
-6.949570,2.352660,2.277864,0
-6.882074,3.788188,2.257612,0
-7.322329,2.344018,0.865010,0
-6.882074,3.788188,2.257612,0
-7.248647,3.802384,0.853666,0
-7.248647,3.802384,0.853666,0
-6.882074,3.788188,2.257612,0
-6.736891,5.013462,2.206233,0
-7.248647,3.802384,0.853666,0
-6.736891,5.013462,2.206233,0
-7.092593,5.055705,0.828100,0
-7.374941,3.809779,-0.612954,0
-7.248647,3.802384,0.853666,0
-7.092593,5.055705,0.828100,0
-7.374941,3.809779,-0.612954,0
-7.092593,5.055705,0.828100,0
-7.215790,5.076320,-0.612954,0
-7.629765,-1.102971,-0.612954,0
-7.498916,-1.088181,0.847183,0
-7.371528,0.642638,0.860148,0
-7.629765,-1.102971,-0.612954,0
-7.371528,0.642638,0.860148,0
-7.499980,0.632778,-0.612953,0
-7.498916,-1.088181,0.847183,0
-7.108310,-1.046445,2.236127,0
-6.991943,0.669308,2.263976,0
-7.498916,-1.088181,0.847183,0
-6.991943,0.669308,2.263976,0
-7.371528,0.642638,0.860148,0
-7.371528,0.642638,0.860148,0
-6.991943,0.669308,2.263976,0
-6.949570,2.352660,2.277864,0
-7.371528,0.642638,0.860148,0
-6.949570,2.352660,2.277864,0
-7.322329,2.344018,0.865010,0
-7.499980,0.632778,-0.612953,0
-7.371528,0.642638,0.860148,0
-7.322329,2.344018,0.865010,0
-7.499980,0.632778,-0.612953,0
-7.322329,2.344018,0.865010,0
-7.449846,2.340937,-0.612953,0
-6.942654,2.338555,-3.490609,0
-7.322329,2.344018,-2.090917,0
-7.248647,3.802384,-2.079573,0
-6.942654,2.338555,-3.490609,0
-7.248647,3.802384,-2.079573,0
-6.877547,3.778322,-3.475087,0
-7.322329,2.344018,-2.090917,0
-7.449846,2.340937,-0.612953,0
-7.374941,3.809779,-0.612954,0
-7.322329,2.344018,-2.090917,0
-7.374941,3.809779,-0.612954,0
-7.248647,3.802384,-2.079573,0
-7.248647,3.802384,-2.079573,0
-7.374941,3.809779,-0.612954,0
-7.215790,5.076320,-0.612954,0
-7.248647,3.802384,-2.079573,0
-7.215790,5.076320,-0.612954,0
-7.092593,5.055705,-2.054007,0
-6.877547,3.778322,-3.475087,0
-7.248647,3.802384,-2.079573,0
-7.092593,5.055705,-2.054007,0
-6.877547,3.778322,-3.475087,0
-7.092593,5.055705,-2.054007,0
-6.735759,5.010996,-3.430031,0
-7.890174,-3.980728,2.269663,0
-7.163481,-3.872408,3.557645,0
-6.715447,-2.490984,3.460986,0
-7.890174,-3.980728,2.269663,0
-6.715447,-2.490984,3.460986,0
-7.397787,-2.579175,2.214495,0
-7.163481,-3.872408,3.557645,0
-6.149476,-3.687517,4.683663,0
-5.772729,-2.342347,4.533432,0
-7.163481,-3.872408,3.557645,0
-5.772729,-2.342347,4.533432,0
-6.715447,-2.490984,3.460986,0
-6.715447,-2.490984,3.460986,0
-5.772729,-2.342347,4.533432,0
-5.567280,-0.873284,4.537861,0
-6.715447,-2.490984,3.460986,0
-5.567280,-0.873284,4.537861,0
-6.459882,-0.980392,3.482687,0
-7.397787,-2.579175,2.214495,0
-6.715447,-2.490984,3.460986,0
-6.459882,-0.980392,3.482687,0
-7.397787,-2.579175,2.214495,0
-6.459882,-0.980392,3.482687,0
-7.108310,-1.046445,2.236127,0
-9.284998,-6.439605,2.672970,0
-8.456088,-6.293933,4.167785,0
-7.833772,-5.175176,3.866160,0
-9.284998,-6.439605,2.672970,0
-7.833772,-5.175176,3.866160,0
-8.615268,-5.302945,2.472216,0
-8.456088,-6.293933,4.167785,0
-7.258365,-6.041287,5.485551,0
-6.723531,-4.954780,5.093766,0
-8.456088,-6.293933,4.167785,0
-6.723531,-4.954780,5.093766,0
-7.833772,-5.175176,3.866160,0
-7.833772,-5.175176,3.866160,0
-6.723531,-4.954780,5.093766,0
-6.149476,-3.687517,4.683663,0
-7.833772,-5.175176,3.866160,0
-6.149476,-3.687517,4.683663,0
-7.163481,-3.872408,3.557645,0
-8.615268,-5.302945,2.472216,0
-7.833772,-5.175176,3.866160,0
-7.163481,-3.872408,3.557645,0
-8.615268,-5.302945,2.472216,0
-7.163481,-3.872408,3.557645,0
-7.890174,-3.980728,2.269663,0
-4.944659,6.778474,-5.344483,0
-5.604488,6.854221,-4.402021,0
-5.239378,7.633319,-4.250963,0
-4.944659,6.778474,-5.344483,0
-5.239378,7.633319,-4.250963,0
-4.671053,7.514051,-5.103520,0
-5.604488,6.854221,-4.402021,0
-6.083507,6.994185,-3.263676,0
-5.630776,7.846088,-3.183870,0
-5.604488,6.854221,-4.402021,0
-5.630776,7.846088,-3.183870,0
-5.239378,7.633319,-4.250963,0
-5.239378,7.633319,-4.250963,0
-5.630776,7.846088,-3.183870,0
-4.984122,8.618496,-3.155581,0
-5.239378,7.633319,-4.250963,0
-4.984122,8.618496,-3.155581,0
-4.697627,8.309872,-4.192776,0
-4.671053,7.514051,-5.103520,0
-5.239378,7.633319,-4.250963,0
-4.697627,8.309872,-4.192776,0
-4.671053,7.514051,-5.103520,0
-4.697627,8.309872,-4.192776,0
-4.394090,8.043661,-4.844206,0
-7.106351,-1.044619,-3.456927,0
-7.498916,-1.088181,-2.073090,0
-7.371528,0.642638,-2.086055,0
-7.106351,-1.044619,-3.456927,0
-7.371528,0.642638,-2.086055,0
-6.986916,0.662218,-3.479398,0
-7.498916,-1.088181,-2.073090,0
-7.629765,-1.102971,-0.612954,0
-7.499980,0.632778,-0.612953,0
-7.498916,-1.088181,-2.073090,0
-7.499980,0.632778,-0.612953,0
-7.371528,0.642638,-2.086055,0
-7.371528,0.642638,-2.086055,0
-7.499980,0.632778,-0.612953,0
-7.449846,2.340937,-0.612953,0
-7.371528,0.642638,-2.086055,0
-7.449846,2.340937,-0.612953,0
-7.322329,2.344018,-2.090917,0
-6.986916,0.662218,-3.479398,0
-7.371528,0.642638,-2.086055,0
-7.322329,2.344018,-2.090917,0
-6.986916,0.662218,-3.479398,0
-7.322329,2.344018,-2.090917,0
-6.942654,2.338555,-3.490609,0
-5.383432,4.931867,-5.730840,0
-6.158048,4.959327,-4.675998,0
-5.923557,5.980860,-4.555454,0
-5.383432,4.931867,-5.730840,0
-5.923557,5.980860,-4.555454,0
-5.198156,5.936746,-5.568169,0
-6.158048,4.959327,-4.675998,0
-6.735759,5.010996,-3.430031,0
-6.461456,6.066052,-3.352646,0
-6.158048,4.959327,-4.675998,0
-6.461456,6.066052,-3.352646,0
-5.923557,5.980860,-4.555454,0
-5.923557,5.980860,-4.555454,0
-6.461456,6.066052,-3.352646,0
-6.083507,6.994185,-3.263676,0
-5.923557,5.980860,-4.555454,0
-6.083507,6.994185,-3.263676,0
-5.604488,6.854221,-4.402021,0
-5.198156,5.936746,-5.568169,0
-5.923557,5.980860,-4.555454,0
-5.604488,6.854221,-4.402021,0
-5.198156,5.936746,-5.568169,0
-5.604488,6.854221,-4.402021,0
-4.944659,6.778474,-5.344483,0
-5.463923,2.293707,-5.783396,0
-6.313697,2.309843,-4.733757,0
-6.269422,3.735717,-4.728391,0
-5.463923,2.293707,-5.783396,0
-6.269422,3.735717,-4.728391,0
-5.452375,3.706833,-5.788763,0
-6.313697,2.309843,-4.733757,0
-6.942654,2.338555,-3.490609,0
-6.877547,3.778322,-3.475087,0
-6.313697,2.309843,-4.733757,0
-6.877547,3.778322,-3.475087,0
-6.269422,3.735717,-4.728391,0
-6.269422,3.735717,-4.728391,0
-6.877547,3.778322,-3.475087,0
-6.735759,5.010996,-3.430031,0
-6.269422,3.735717,-4.728391,0
-6.735759,5.010996,-3.430031,0
-6.158048,4.959327,-4.675998,0
-5.452375,3.706833,-5.788763,0
-6.269422,3.735717,-4.728391,0
-6.158048,4.959327,-4.675998,0
-5.452375,3.706833,-5.788763,0
-6.158048,4.959327,-4.675998,0
-5.383432,4.931867,-5.730840,0
-5.557248,-0.860695,-5.734655,0
-6.452044,-0.973091,-4.688167,0
-6.346889,0.681521,-4.713221,0
-5.557248,-0.860695,-5.734655,0
-6.346889,0.681521,-4.713221,0
-5.477014,0.724551,-5.756201,0
-6.452044,-0.973091,-4.688167,0
-7.106351,-1.044619,-3.456927,0
-6.986916,0.662218,-3.479398,0
-6.452044,-0.973091,-4.688167,0
-6.986916,0.662218,-3.479398,0
-6.346889,0.681521,-4.713221,0
-6.346889,0.681521,-4.713221,0
-6.986916,0.662218,-3.479398,0
-6.942654,2.338555,-3.490609,0
-6.346889,0.681521,-4.713221,0
-6.942654,2.338555,-3.490609,0
-6.313697,2.309843,-4.733757,0
-5.477014,0.724551,-5.756201,0
-6.346889,0.681521,-4.713221,0
-6.313697,2.309843,-4.733757,0
-5.477014,0.724551,-5.756201,0
-6.313697,2.309843,-4.733757,0
-5.463923,2.293707,-5.783396,0
-9.660386,-7.952567,2.682723,0
-8.814651,-7.771458,4.177195,0
-8.760196,-7.123325,4.243777,0
-9.660386,-7.952567,2.682723,0
-8.760196,-7.123325,4.243777,0
-9.611288,-7.284481,2.722739,0
-8.814651,-7.771458,4.177195,0
-7.569107,-7.469256,5.479834,0
-7.517451,-6.844191,5.580830,0
-8.814651,-7.771458,4.177195,0
-7.517451,-6.844191,5.580830,0
-8.760196,-7.123325,4.243777,0
-8.760196,-7.123325,4.243777,0
-7.517451,-6.844191,5.580830,0
-7.258365,-6.041287,5.485551,0
-8.760196,-7.123325,4.243777,0
-7.258365,-6.041287,5.485551,0
-8.456088,-6.293933,4.167785,0
-9.611288,-7.284481,2.722739,0
-8.760196,-7.123325,4.243777,0
-8.456088,-6.293933,4.167785,0
-9.611288,-7.284481,2.722739,0
-8.456088,-6.293933,4.167785,0
-9.284998,-6.439605,2.672970,0
-7.569107,-7.469256,5.479834,0
-8.814651,-7.771458,4.177195,0
-8.688008,-8.346437,4.051098,0
-7.569107,-7.469256,5.479834,0
-8.688008,-8.346437,4.051098,0
-7.481649,-8.022250,5.282793,0
-8.814651,-7.771458,4.177195,0
-9.660386,-7.952567,2.682723,0
-9.498544,-8.558853,2.614119,0
-8.814651,-7.771458,4.177195,0
-9.498544,-8.558853,2.614119,0
-8.688008,-8.346437,4.051098,0
-8.688008,-8.346437,4.051098,0
-9.498544,-8.558853,2.614119,0
-9.048097,-9.119886,2.533695,0
-8.688008,-8.346437,4.051098,0
-9.048097,-9.119886,2.533695,0
-8.315309,-8.871091,3.891634,0
-7.481649,-8.022250,5.282793,0
-8.688008,-8.346437,4.051098,0
-8.315309,-8.871091,3.891634,0
-7.481649,-8.022250,5.282793,0
-8.315309,-8.871091,3.891634,0
-7.207632,-8.524510,5.025296,0
-3.014068,6.996848,-6.533149,0
-4.099401,6.855817,-6.044793,0
-3.881648,7.633951,-5.701695,0
-3.014068,6.996848,-6.533149,0
-3.881648,7.633951,-5.701695,0
-2.847706,7.847142,-6.103037,0
-4.099401,6.855817,-6.044793,0
-4.944659,6.778474,-5.344483,0
-4.671053,7.514051,-5.103520,0
-4.099401,6.855817,-6.044793,0
-4.671053,7.514051,-5.103520,0
-3.881648,7.633951,-5.701695,0
-3.881648,7.633951,-5.701695,0
-4.671053,7.514051,-5.103520,0
-4.394090,8.043661,-4.844206,0
-3.881648,7.633951,-5.701695,0
-4.394090,8.043661,-4.844206,0
-3.760436,8.310030,-5.170820,0
-2.847706,7.847142,-6.103037,0
-3.881648,7.633951,-5.701695,0
-3.760436,8.310030,-5.170820,0
-2.847706,7.847142,-6.103037,0
-3.760436,8.310030,-5.170820,0
-2.736547,8.618760,-5.468167,0
-8.472157,-4.074348,-0.612966,0
-8.326474,-4.049699,0.859020,0
-7.807165,-2.634864,0.834217,0
-8.472157,-4.074348,-0.612966,0
-7.807165,-2.634864,0.834217,0
-7.943614,-2.654584,-0.612953,0
-8.326474,-4.049699,0.859020,0
-7.890174,-3.980728,2.269663,0
-7.397787,-2.579175,2.214495,0
-8.326474,-4.049699,0.859020,0
-7.397787,-2.579175,2.214495,0
-7.807165,-2.634864,0.834217,0
-7.807165,-2.634864,0.834217,0
-7.397787,-2.579175,2.214495,0
-7.108310,-1.046445,2.236127,0
-7.807165,-2.634864,0.834217,0
-7.108310,-1.046445,2.236127,0
-7.498916,-1.088181,0.847183,0
-7.943614,-2.654584,-0.612953,0
-7.807165,-2.634864,0.834217,0
-7.498916,-1.088181,0.847183,0
-7.943614,-2.654584,-0.612953,0
-7.498916,-1.088181,0.847183,0
-7.629765,-1.102971,-0.612954,0
-7.890174,-3.980728,2.269663,0
-8.326474,-4.049699,0.859020,0
-9.087042,-5.384973,0.959360,0
-7.890174,-3.980728,2.269663,0
-9.087042,-5.384973,0.959360,0
-8.615268,-5.302945,2.472216,0
-8.326474,-4.049699,0.859020,0
-8.472157,-4.074348,-0.612966,0
-9.246021,-5.414551,-0.613004,0
-8.326474,-4.049699,0.859020,0
-9.246021,-5.414551,-0.613004,0
-9.087042,-5.384973,0.959360,0
-9.087042,-5.384973,0.959360,0
-9.246021,-5.414551,-0.613004,0
-9.959712,-6.567878,-0.613048,0
-9.087042,-5.384973,0.959360,0
-9.959712,-6.567878,-0.613048,0
-9.788491,-6.533714,1.059637,0
-8.615268,-5.302945,2.472216,0
-9.087042,-5.384973,0.959360,0
-9.788491,-6.533714,1.059637,0
-8.615268,-5.302945,2.472216,0
-9.788491,-6.533714,1.059637,0
-9.284998,-6.439605,2.672970,0
-7.629765,-1.102971,-0.612954,0
-7.498916,-1.088181,-2.073090,0
-7.807165,-2.634864,-2.060124,0
-7.629765,-1.102971,-0.612954,0
-7.807165,-2.634864,-2.060124,0
-7.943614,-2.654584,-0.612953,0
-7.498916,-1.088181,-2.073090,0
-7.106351,-1.044619,-3.456927,0
-7.396976,-2.575888,-3.438672,0
-7.498916,-1.088181,-2.073090,0
-7.396976,-2.575888,-3.438672,0
-7.807165,-2.634864,-2.060124,0
-7.807165,-2.634864,-2.060124,0
-7.396976,-2.575888,-3.438672,0
-7.889700,-3.979266,-3.494547,0
-7.807165,-2.634864,-2.060124,0
-7.889700,-3.979266,-3.494547,0
-8.326996,-4.049699,-2.084977,0
-7.943614,-2.654584,-0.612953,0
-7.807165,-2.634864,-2.060124,0
-8.326996,-4.049699,-2.084977,0
-7.943614,-2.654584,-0.612953,0
-8.326996,-4.049699,-2.084977,0
-8.472157,-4.074348,-0.612966,0
-9.285140,-6.439473,-3.891822,0
-9.791813,-6.533713,-2.285923,0
-9.089128,-5.384972,-2.185468,0
-9.285140,-6.439473,-3.891822,0
-9.089128,-5.384972,-2.185468,0
-8.615427,-5.302432,-3.694465,0
-9.791813,-6.533713,-2.285923,0
-9.959712,-6.567878,-0.613048,0
-9.246021,-5.414551,-0.613004,0
-9.791813,-6.533713,-2.285923,0
-9.246021,-5.414551,-0.613004,0
-9.089128,-5.384972,-2.185468,0
-9.089128,-5.384972,-2.185468,0
-9.246021,-5.414551,-0.613004,0
-8.472157,-4.074348,-0.612966,0
-9.089128,-5.384972,-2.185468,0
-8.472157,-4.074348,-0.612966,0
-8.326996,-4.049699,-2.084977,0
-8.615427,-5.302432,-3.694465,0
-9.089128,-5.384972,-2.185468,0
-8.326996,-4.049699,-2.084977,0
-8.615427,-5.302432,-3.694465,0
-8.326996,-4.049699,-2.084977,0
-7.889700,-3.979266,-3.494547,0
-6.146886,-3.678684,-5.891938,0
-7.158976,-3.866564,-4.779209,0
-6.712203,-2.477835,-4.679975,0
-6.146886,-3.678684,-5.891938,0
-6.712203,-2.477835,-4.679975,0
-5.770226,-2.322091,-5.746239,0
-7.158976,-3.866564,-4.779209,0
-7.889700,-3.979266,-3.494547,0
-7.396976,-2.575888,-3.438672,0
-7.158976,-3.866564,-4.779209,0
-7.396976,-2.575888,-3.438672,0
-6.712203,-2.477835,-4.679975,0
-6.712203,-2.477835,-4.679975,0
-7.396976,-2.575888,-3.438672,0
-7.106351,-1.044619,-3.456927,0
-6.712203,-2.477835,-4.679975,0
-7.106351,-1.044619,-3.456927,0
-6.452044,-0.973091,-4.688167,0
-5.770226,-2.322091,-5.746239,0
-6.712203,-2.477835,-4.679975,0
-6.452044,-0.973091,-4.688167,0
-5.770226,-2.322091,-5.746239,0
-6.452044,-0.973091,-4.688167,0
-5.557248,-0.860695,-5.734655,0
-7.889700,-3.979266,-3.494547,0
-7.158976,-3.866564,-4.779209,0
-7.823977,-5.173127,-5.076428,0
-7.889700,-3.979266,-3.494547,0
-7.823977,-5.173127,-5.076428,0
-8.615427,-5.302432,-3.694465,0
-7.158976,-3.866564,-4.779209,0
-6.146886,-3.678684,-5.891938,0
-6.718166,-4.949523,-6.272737,0
-7.158976,-3.866564,-4.779209,0
-6.718166,-4.949523,-6.272737,0
-7.823977,-5.173127,-5.076428,0
-7.823977,-5.173127,-5.076428,0
-6.718166,-4.949523,-6.272737,0
-7.248133,-6.036440,-6.632939,0
-7.823977,-5.173127,-5.076428,0
-7.248133,-6.036440,-6.632939,0
-8.440043,-6.293415,-5.363581,0
-8.615427,-5.302432,-3.694465,0
-7.823977,-5.173127,-5.076428,0
-8.440043,-6.293415,-5.363581,0
-8.615427,-5.302432,-3.694465,0
-8.440043,-6.293415,-5.363581,0
-9.285140,-6.439473,-3.891822,0
-3.246799,5.012027,-7.101445,0
-4.435883,4.959782,-6.533492,0
-4.300830,5.984084,-6.334328,0
-3.246799,5.012027,-7.101445,0
-4.300830,5.984084,-6.334328,0
-3.161311,6.071434,-6.875407,0
-4.435883,4.959782,-6.533492,0
-5.383432,4.931867,-5.730840,0
-5.198156,5.936746,-5.568169,0
-4.435883,4.959782,-6.533492,0
-5.198156,5.936746,-5.568169,0
-4.300830,5.984084,-6.334328,0
-4.300830,5.984084,-6.334328,0
-5.198156,5.936746,-5.568169,0
-4.944659,6.778474,-5.344483,0
-4.300830,5.984084,-6.334328,0
-4.944659,6.778474,-5.344483,0
-4.099401,6.855817,-6.044793,0
-3.161311,6.071434,-6.875407,0
-4.300830,5.984084,-6.334328,0
-4.099401,6.855817,-6.044793,0
-3.161311,6.071434,-6.875407,0
-4.099401,6.855817,-6.044793,0
-3.014068,6.996848,-6.533149,0
-3.167228,2.373182,-7.181427,0
-4.421799,2.325976,-6.602562,0
-4.454508,3.723939,-6.605479,0
-3.167228,2.373182,-7.181427,0
-4.454508,3.723939,-6.605479,0
-3.227894,3.759752,-7.182898,0
-4.421799,2.325976,-6.602562,0
-5.463923,2.293707,-5.783396,0
-5.452375,3.706833,-5.788763,0
-4.421799,2.325976,-6.602562,0
-5.452375,3.706833,-5.788763,0
-4.454508,3.723939,-6.605479,0
-4.454508,3.723939,-6.605479,0
-5.452375,3.706833,-5.788763,0
-5.383432,4.931867,-5.730840,0
-4.454508,3.723939,-6.605479,0
-5.383432,4.931867,-5.730840,0
-4.435883,4.959782,-6.533492,0
-3.227894,3.759752,-7.182898,0
-4.454508,3.723939,-6.605479,0
