# x,y,z,group (every 3 lines = 1 triangle)
-1.588710,-0.517939,5.904730,3
-1.323886,-0.347676,5.934472,3
-1.342598,-0.475497,5.840834,3
-1.561570,-0.391546,5.998092,3
-1.510175,-0.299979,6.088544,3
-1.289633,-0.255625,6.027614,3
-1.561570,-0.391546,5.998092,3
-1.289633,-0.255625,6.027614,3
-1.323886,-0.347676,5.934472,3
-1.323886,-0.347676,5.934472,3
-1.289633,-0.255625,6.027614,3
-0.999751,-0.245278,6.021263,3
-1.323886,-0.347676,5.934472,3
-0.999751,-0.245278,6.021263,3
-1.018206,-0.338807,5.924040,3
-1.342598,-0.475497,5.840834,3
-1.323886,-0.347676,5.934472,3
-1.018206,-0.338807,5.924040,3
-1.342598,-0.475497,5.840834,3
-1.018206,-0.338807,5.924040,3
-1.028656,-0.468581,5.827990,3
-0.300510,-4.737616,9.083242,3
0.063279,-4.715260,9.068650,3
0.062552,-4.628983,9.127600,3
-0.300510,-4.737616,9.083242,3
0.062552,-4.628983,9.127600,3
-0.300279,-4.650269,9.142217,3
0.063279,-4.715260,9.068650,3
0.401913,-4.652189,9.029959,3
0.396328,-4.571752,9.088964,3
0.063279,-4.715260,9.068650,3
0.396328,-4.571752,9.088964,3
0.062552,-4.628983,9.127600,3
0.062552,-4.628983,9.127600,3
0.396328,-4.571752,9.088964,3
0.411854,-4.412145,9.063732,3
0.062552,-4.628983,9.127600,3
0.411854,-4.412145,9.063732,3
0.072754,-4.460651,9.101119,3
-0.300279,-4.650269,9.142217,3
0.062552,-4.628983,9.127600,3
0.072754,-4.460651,9.101119,3
-0.300279,-4.650269,9.142217,3
0.072754,-4.460651,9.101119,3
-0.297664,-4.479879,9.115159,3
-1.491958,-4.366904,8.878268,3
-1.259193,-4.545134,8.971161,3
-1.241250,-4.477382,9.030144,3
-1.491958,-4.366904,8.878268,3
-1.241250,-4.477382,9.030144,3
-1.455532,-4.313237,8.940191,3
-1.259193,-4.545134,8.971161,3
-0.987717,-4.639220,9.027892,3
-0.981808,-4.558017,9.086443,3
-1.259193,-4.545134,8.971161,3
-0.981808,-4.558017,9.086443,3
-1.241250,-4.477382,9.030144,3
-1.241250,-4.477382,9.030144,3
-0.981808,-4.558017,9.086443,3
-0.992808,-4.398713,9.061050,3
-1.241250,-4.477382,9.030144,3
-0.992808,-4.398713,9.061050,3
-1.254242,-4.336043,9.006321,3
-1.455532,-4.313237,8.940191,3
-1.241250,-4.477382,9.030144,3
-1.254242,-4.336043,9.006321,3
-1.455532,-4.313237,8.940191,3
-1.254242,-4.336043,9.006321,3
-1.418276,-4.229646,8.935678,3
-1.028656,-0.468581,5.827990,3
-1.018206,-0.338807,5.924040,3
-0.656115,-0.334867,5.919741,3
-1.028656,-0.468581,5.827990,3
-0.656115,-0.334867,5.919741,3
-0.660732,-0.465638,5.822523,3
-1.018206,-0.338807,5.924040,3
-0.999751,-0.245278,6.021263,3
-0.648202,-0.240592,6.018815,3
-1.018206,-0.338807,5.924040,3
-0.648202,-0.240592,6.018815,3
-0.656115,-0.334867,5.919741,3
-0.656115,-0.334867,5.919741,3
-0.648202,-0.240592,6.018815,3
-0.265818,-0.239663,6.018567,3
-0.656115,-0.334867,5.919741,3
-0.265818,-0.239663,6.018567,3
-0.265818,-0.334129,5.919125,3
-0.660732,-0.465638,5.822523,3
-0.656115,-0.334867,5.919741,3
-0.265818,-0.334129,5.919125,3
-0.660732,-0.465638,5.822523,3
-0.265818,-0.334129,5.919125,3
-0.265818,-0.465159,5.821634,3
-0.265818,-0.465159,5.821634,3
-0.265818,-0.334129,5.919125,3
0.124479,-0.334867,5.919742,3
-0.265818,-0.465159,5.821634,3
0.124479,-0.334867,5.919742,3
0.129097,-0.465638,5.822523,3
-0.265818,-0.334129,5.919125,3
-0.265818,-0.239663,6.018567,3
0.116566,-0.240591,6.018816,3
-0.265818,-0.334129,5.919125,3
0.116566,-0.240591,6.018816,3
0.124479,-0.334867,5.919742,3
0.124479,-0.334867,5.919742,3
0.116566,-0.240591,6.018816,3
0.468116,-0.245278,6.021263,3
0.124479,-0.334867,5.919742,3
0.468116,-0.245278,6.021263,3
0.486571,-0.338807,5.924040,3
0.129097,-0.465638,5.822523,3
0.124479,-0.334867,5.919742,3
0.486571,-0.338807,5.924040,3
0.129097,-0.465638,5.822523,3
0.486571,-0.338807,5.924040,3
0.497020,-0.468581,5.827990,3
0.497020,-0.468581,5.827990,3
0.486571,-0.338807,5.924040,3
0.792250,-0.347676,5.934472,3
0.497020,-0.468581,5.827990,3
0.792250,-0.347676,5.934472,3
0.810962,-0.475497,5.840834,3
0.486571,-0.338807,5.924040,3
0.468116,-0.245278,6.021263,3
0.757997,-0.255625,6.027614,3
0.486571,-0.338807,5.924040,3
0.757997,-0.255625,6.027614,3
0.792250,-0.347676,5.934472,3
0.792250,-0.347676,5.934472,3
0.757997,-0.255625,6.027614,3
0.978539,-0.299979,6.088544,3
0.792250,-0.347676,5.934472,3
0.978539,-0.299979,6.088544,3
1.029934,-0.391546,5.998092,3
0.810962,-0.475497,5.840834,3
0.792250,-0.347676,5.934472,3
1.029934,-0.391546,5.998092,3
0.810962,-0.475497,5.840834,3
1.029934,-0.391546,5.998092,3
1.057075,-0.517939,5.904730,3
1.128729,-2.855391,7.138983,3
1.079251,-2.044341,6.657004,3
1.222125,-2.017593,6.683058,3
1.128729,-2.855391,7.138983,3
1.222125,-2.017593,6.683058,3
1.276783,-2.835617,7.176976,3
1.079251,-2.044341,6.657004,3
1.010943,-1.325277,6.197540,3
1.142214,-1.293041,6.210557,3
1.079251,-2.044341,6.657004,3
1.142214,-1.293041,6.210557,3
1.222125,-2.017593,6.683058,3
1.222125,-2.017593,6.683058,3
1.142214,-1.293041,6.210557,3
1.221427,-1.232397,6.239966,3
1.222125,-2.017593,6.683058,3
1.221427,-1.232397,6.239966,3
1.309445,-1.967509,6.734923,3
1.276783,-2.835617,7.176976,3
1.222125,-2.017593,6.683058,3
1.309445,-1.967509,6.734923,3
1.276783,-2.835617,7.176976,3
1.309445,-1.967509,6.734923,3
1.367317,-2.798141,7.249893,3
0.874543,-0.271490,6.200283,3
0.946650,-0.343117,6.331324,3
1.058051,-0.362571,6.305084,3
0.874543,-0.271490,6.200283,3
1.058051,-0.362571,6.305084,3
0.932914,-0.259086,6.137967,3
0.946650,-0.343117,6.331324,3
1.010943,-0.691833,6.696545,3
1.142214,-0.714904,6.665491,3
0.946650,-0.343117,6.331324,3
1.142214,-0.714904,6.665491,3
1.058051,-0.362571,6.305084,3
1.058051,-0.362571,6.305084,3
1.142214,-0.714904,6.665491,3
1.221427,-0.762108,6.609715,3
1.058051,-0.362571,6.305084,3
1.221427,-0.762108,6.609715,3
1.122070,-0.406686,6.254728,3
0.932914,-0.259086,6.137967,3
1.058051,-0.362571,6.305084,3
1.122070,-0.406686,6.254728,3
0.932914,-0.259086,6.137967,3
1.122070,-0.406686,6.254728,3
0.978539,-0.299979,6.088544,3
1.336423,-0.981053,6.393061,3
1.221510,-0.627461,6.063356,3
1.188039,-0.500491,6.161955,3
1.336423,-0.981053,6.393061,3
1.188039,-0.500491,6.161955,3
1.298455,-0.856733,6.507204,3
1.221510,-0.627461,6.063356,3
1.057075,-0.517939,5.904730,3
1.029934,-0.391546,5.998092,3
1.221510,-0.627461,6.063356,3
1.029934,-0.391546,5.998092,3
1.188039,-0.500491,6.161955,3
1.188039,-0.500491,6.161955,3
1.029934,-0.391546,5.998092,3
0.978539,-0.299979,6.088544,3
1.188039,-0.500491,6.161955,3
0.978539,-0.299979,6.088544,3
1.122070,-0.406686,6.254728,3
1.298455,-0.856733,6.507204,3
1.188039,-0.500491,6.161955,3
1.122070,-0.406686,6.254728,3
1.298455,-0.856733,6.507204,3
1.122070,-0.406686,6.254728,3
1.221427,-0.762108,6.609715,3
-0.966651,-4.859143,8.293427,3
-1.237483,-4.771964,8.259703,3
-1.214966,-4.754454,8.163393,3
-0.966651,-4.859143,8.293427,3
-1.214966,-4.754454,8.163393,3
-0.956226,-4.829563,8.185477,3
-1.237483,-4.771964,8.259703,3
-1.472380,-4.605820,8.185456,3
-1.431807,-4.602788,8.099664,3
-1.237483,-4.771964,8.259703,3
-1.431807,-4.602788,8.099664,3
-1.214966,-4.754454,8.163393,3
-1.214966,-4.754454,8.163393,3
-1.431807,-4.602788,8.099664,3
-1.394165,-4.541990,8.038012,3
-1.214966,-4.754454,8.163393,3
-1.394165,-4.541990,8.038012,3
-1.227540,-4.645364,8.070574,3
-0.956226,-4.829563,8.185477,3
-1.214966,-4.754454,8.163393,3
-1.227540,-4.645364,8.070574,3
-0.956226,-4.829563,8.185477,3
-1.227540,-4.645364,8.070574,3
-0.966485,-4.706640,8.079519,3
-0.265818,-0.753700,5.741787,3
-0.265818,-0.618679,5.765911,3
0.124479,-0.618787,5.766866,3
-0.265818,-0.753700,5.741787,3
0.124479,-0.618787,5.766866,3
0.116566,-0.753396,5.742699,3
-0.265818,-0.618679,5.765911,3
-0.265818,-0.465159,5.821634,3
0.129097,-0.465638,5.822523,3
-0.265818,-0.618679,5.765911,3
0.129097,-0.465638,5.822523,3
0.124479,-0.618787,5.766866,3
0.124479,-0.618787,5.766866,3
0.129097,-0.465638,5.822523,3
0.497020,-0.468581,5.827990,3
0.124479,-0.618787,5.766866,3
0.497020,-0.468581,5.827990,3
0.486571,-0.620207,5.772523,3
0.116566,-0.753396,5.742699,3
0.124479,-0.618787,5.766866,3
0.486571,-0.620207,5.772523,3
0.116566,-0.753396,5.742699,3
0.486571,-0.620207,5.772523,3
0.468116,-0.752860,5.747959,3
1.057075,-0.517939,5.904730,3
1.221510,-0.627461,6.063356,3
1.188039,-0.771071,5.995523,3
1.057075,-0.517939,5.904730,3
1.188039,-0.771071,5.995523,3
1.029934,-0.663309,5.846578,3
1.221510,-0.627461,6.063356,3
1.336423,-0.981053,6.393061,3
1.298455,-1.117338,6.302392,3
1.221510,-0.627461,6.063356,3
1.298455,-1.117338,6.302392,3
1.188039,-0.771071,5.995523,3
1.188039,-0.771071,5.995523,3
1.298455,-1.117338,6.302392,3
1.221427,-1.232397,6.239966,3
1.188039,-0.771071,5.995523,3
1.221427,-1.232397,6.239966,3
1.122070,-0.893274,5.955254,3
1.029934,-0.663309,5.846578,3
1.188039,-0.771071,5.995523,3
1.122070,-0.893274,5.955254,3
1.029934,-0.663309,5.846578,3
1.122070,-0.893274,5.955254,3
0.978539,-0.787507,5.816669,3
0.978539,-0.787507,5.816669,3
1.122070,-0.893274,5.955254,3
1.058051,-0.956022,5.939350,3
0.978539,-0.787507,5.816669,3
1.058051,-0.956022,5.939350,3
0.932914,-0.850384,5.808038,3
1.122070,-0.893274,5.955254,3
1.221427,-1.232397,6.239966,3
1.142214,-1.293041,6.210557,3
1.122070,-0.893274,5.955254,3
1.142214,-1.293041,6.210557,3
1.058051,-0.956022,5.939350,3
1.058051,-0.956022,5.939350,3
1.142214,-1.293041,6.210557,3
1.010943,-1.325277,6.197540,3
1.058051,-0.956022,5.939350,3
1.010943,-1.325277,6.197540,3
0.946650,-0.986766,5.933966,3
0.932914,-0.850384,5.808038,3
1.058051,-0.956022,5.939350,3
0.946650,-0.986766,5.933966,3
0.932914,-0.850384,5.808038,3
0.946650,-0.986766,5.933966,3
0.874543,-0.900734,5.838898,3
0.874543,-0.900734,5.838898,3
0.946650,-0.986766,5.933966,3
0.738536,-1.012954,5.925258,3
0.874543,-0.900734,5.838898,3
0.738536,-1.012954,5.925258,3
0.719827,-0.886739,5.800474,3
0.946650,-0.986766,5.933966,3
1.010943,-1.325277,6.197540,3
0.777739,-1.355115,6.184292,3
0.946650,-0.986766,5.933966,3
0.777739,-1.355115,6.184292,3
0.738536,-1.012954,5.925258,3
0.738536,-1.012954,5.925258,3
0.777739,-1.355115,6.184292,3
0.469688,-1.377405,6.173886,3
0.738536,-1.012954,5.925258,3
0.469688,-1.377405,6.173886,3
0.452698,-1.031609,5.917151,3
0.719827,-0.886739,5.800474,3
0.738536,-1.012954,5.925258,3
0.452698,-1.031609,5.917151,3
0.719827,-0.886739,5.800474,3
0.452698,-1.031609,5.917151,3
0.448525,-0.898668,5.791393,3
0.448525,-0.898668,5.791393,3
0.452698,-1.031609,5.917151,3
0.108124,-1.039750,5.913568,3
0.448525,-0.898668,5.791393,3
0.108124,-1.039750,5.913568,3
0.108528,-0.904056,5.787331,3
0.452698,-1.031609,5.917151,3
0.469688,-1.377405,6.173886,3
0.113876,-1.386994,6.169399,3
0.452698,-1.031609,5.917151,3
0.113876,-1.386994,6.169399,3
0.108124,-1.039750,5.913568,3
0.108124,-1.039750,5.913568,3
0.113876,-1.386994,6.169399,3
-0.265818,-1.388613,6.168635,3
0.108124,-1.039750,5.913568,3
-0.265818,-1.388613,6.168635,3
-0.265818,-1.041193,5.912907,3
0.108528,-0.904056,5.787331,3
0.108124,-1.039750,5.913568,3
-0.265818,-1.041193,5.912907,3
0.108528,-0.904056,5.787331,3
-0.265818,-1.041193,5.912907,3
-0.265818,-0.905115,5.786555,3
-0.289854,-4.944036,8.329650,3
-0.642464,-4.919669,8.319017,3
-0.637599,-4.883749,8.205434,3
-0.289854,-4.944036,8.329650,3
-0.637599,-4.883749,8.205434,3
-0.287422,-4.906233,8.214716,3
-0.642464,-4.919669,8.319017,3
-0.966651,-4.859143,8.293427,3
-0.956226,-4.829563,8.185477,3
-0.642464,-4.919669,8.319017,3
-0.956226,-4.829563,8.185477,3
-0.637599,-4.883749,8.205434,3
-0.637599,-4.883749,8.205434,3
-0.956226,-4.829563,8.185477,3
-0.966485,-4.706640,8.079519,3
-0.637599,-4.883749,8.205434,3
-0.966485,-4.706640,8.079519,3
-0.642122,-4.752787,8.092930,3
-0.287422,-4.906233,8.214716,3
-0.637599,-4.883749,8.205434,3
-0.642122,-4.752787,8.092930,3
-0.287422,-4.906233,8.214716,3
-0.642122,-4.752787,8.092930,3
-0.284650,-4.772586,8.100583,3
-0.999751,-0.752860,5.747959,3
-1.018206,-0.620207,5.772523,3
-0.656115,-0.618787,5.766867,3
-0.999751,-0.752860,5.747959,3
-0.656115,-0.618787,5.766867,3
-0.648202,-0.753396,5.742699,3
-1.018206,-0.620207,5.772523,3
-1.028656,-0.468581,5.827990,3
-0.660732,-0.465638,5.822523,3
-1.018206,-0.620207,5.772523,3
-0.660732,-0.465638,5.822523,3
-0.656115,-0.618787,5.766867,3
-0.656115,-0.618787,5.766867,3
-0.660732,-0.465638,5.822523,3
-0.265818,-0.465159,5.821634,3
-0.656115,-0.618787,5.766867,3
-0.265818,-0.465159,5.821634,3
-0.265818,-0.618679,5.765911,3
-0.648202,-0.753396,5.742699,3
-0.656115,-0.618787,5.766867,3
-0.265818,-0.618679,5.765911,3
-0.648202,-0.753396,5.742699,3
-0.265818,-0.618679,5.765911,3
-0.265818,-0.753700,5.741787,3
-0.265818,-0.905115,5.786555,3
-0.265818,-1.041193,5.912907,3
-0.639760,-1.039750,5.913568,3
-0.265818,-0.905115,5.786555,3
-0.639760,-1.039750,5.913568,3
-0.640164,-0.904056,5.787331,3
-0.265818,-1.041193,5.912907,3
-0.265818,-1.388613,6.168635,3
-0.645511,-1.386993,6.169399,3
-0.265818,-1.041193,5.912907,3
-0.645511,-1.386993,6.169399,3
-0.639760,-1.039750,5.913568,3
-0.639760,-1.039750,5.913568,3
-0.645511,-1.386993,6.169399,3
-1.001324,-1.377404,6.173885,3
-0.639760,-1.039750,5.913568,3
-1.001324,-1.377404,6.173885,3
-0.984334,-1.031608,5.917151,3
-0.640164,-0.904056,5.787331,3
-0.639760,-1.039750,5.913568,3
-0.984334,-1.031608,5.917151,3
-0.640164,-0.904056,5.787331,3
-0.984334,-1.031608,5.917151,3
-0.980161,-0.898668,5.791393,3
0.468116,-0.752860,5.747959,3
0.486571,-0.620207,5.772523,3
0.792250,-0.624035,5.785669,3
0.468116,-0.752860,5.747959,3
0.792250,-0.624035,5.785669,3
0.757997,-0.752466,5.760094,3
0.486571,-0.620207,5.772523,3
0.497020,-0.468581,5.827990,3
0.810962,-0.475497,5.840834,3
0.486571,-0.620207,5.772523,3
0.810962,-0.475497,5.840834,3
0.792250,-0.624035,5.785669,3
0.792250,-0.624035,5.785669,3
0.810962,-0.475497,5.840834,3
1.057075,-0.517939,5.904730,3
0.792250,-0.624035,5.785669,3
1.057075,-0.517939,5.904730,3
1.029934,-0.663309,5.846578,3
0.757997,-0.752466,5.760094,3
0.792250,-0.624035,5.785669,3
1.029934,-0.663309,5.846578,3
0.757997,-0.752466,5.760094,3
1.029934,-0.663309,5.846578,3
0.978539,-0.787507,5.816669,3
-1.063323,-2.891028,7.077346,3
-1.071749,-3.508591,7.406278,3
-1.411170,-3.489712,7.432858,3
-1.063323,-2.891028,7.077346,3
-1.411170,-3.489712,7.432858,3
-1.401855,-2.875128,7.103669,3
-1.071749,-3.508591,7.406278,3
-1.055185,-3.997328,7.658876,3
-1.380259,-3.969107,7.678730,3
-1.071749,-3.508591,7.406278,3
-1.380259,-3.969107,7.678730,3
-1.411170,-3.489712,7.432858,3
-1.411170,-3.489712,7.432858,3
-1.380259,-3.969107,7.678730,3
-1.625641,-3.942817,7.710893,3
-1.411170,-3.489712,7.432858,3
-1.625641,-3.942817,7.710893,3
-1.670461,-3.469345,7.470506,3
-1.401855,-2.875128,7.103669,3
-1.411170,-3.489712,7.432858,3
-1.670461,-3.469345,7.470506,3
-1.401855,-2.875128,7.103669,3
-1.670461,-3.469345,7.470506,3
-1.660938,-2.855263,7.139084,3
-1.660938,-2.855263,7.139084,3
-1.670461,-3.469345,7.470506,3
-1.818631,-3.452442,7.512749,3
-1.660938,-2.855263,7.139084,3
-1.818631,-3.452442,7.512749,3
-1.808870,-2.835464,7.177054,3
-1.670461,-3.469345,7.470506,3
-1.625641,-3.942817,7.710893,3
-1.763702,-3.927329,7.751526,3
-1.670461,-3.469345,7.470506,3
-1.763702,-3.927329,7.751526,3
-1.818631,-3.452442,7.512749,3
-1.818631,-3.452442,7.512749,3
-1.763702,-3.927329,7.751526,3
-1.847548,-3.905515,7.835625,3
-1.818631,-3.452442,7.512749,3
-1.847548,-3.905515,7.835625,3
-1.909658,-3.422978,7.594841,3
-1.808870,-2.835464,7.177054,3
-1.818631,-3.452442,7.512749,3
-1.909658,-3.422978,7.594841,3
-1.808870,-2.835464,7.177054,3
-1.909658,-3.422978,7.594841,3
-1.899399,-2.797929,7.249942,3
-1.899399,-2.797929,7.249942,3
-1.909658,-3.422978,7.594841,3
-1.997518,-3.364928,7.752038,3
-1.899399,-2.797929,7.249942,3
-1.997518,-3.364928,7.752038,3
-1.986273,-2.724852,7.390109,3
-1.909658,-3.422978,7.594841,3
-1.847548,-3.905515,7.835625,3
-1.930284,-3.860249,7.998187,3
-1.909658,-3.422978,7.594841,3
-1.930284,-3.860249,7.998187,3
-1.997518,-3.364928,7.752038,3
-1.997518,-3.364928,7.752038,3
-1.930284,-3.860249,7.998187,3
-1.972740,-3.791427,8.195116,3
-1.997518,-3.364928,7.752038,3
-1.972740,-3.791427,8.195116,3
-2.041326,-3.284988,7.943846,3
-1.986273,-2.724852,7.390109,3
-1.997518,-3.364928,7.752038,3
-2.041326,-3.284988,7.943846,3
-1.986273,-2.724852,7.390109,3
-2.041326,-3.284988,7.943846,3
-2.028963,-2.630614,7.564036,3
-2.028963,-2.630614,7.564036,3
-2.041326,-3.284988,7.943846,3
-2.000196,-3.189855,8.129767,3
-2.028963,-2.630614,7.564036,3
-2.000196,-3.189855,8.129767,3
-1.986942,-2.529595,7.738200,3
-2.041326,-3.284988,7.943846,3
-1.972740,-3.791427,8.195116,3
-1.935746,-3.698948,8.382314,3
-2.041326,-3.284988,7.943846,3
-1.935746,-3.698948,8.382314,3
-2.000196,-3.189855,8.129767,3
-2.000196,-3.189855,8.129767,3
-1.935746,-3.698948,8.382314,3
-1.857555,-3.614934,8.529251,3
-2.000196,-3.189855,8.129767,3
-1.857555,-3.614934,8.529251,3
-1.914607,-3.107031,8.277583,3
-1.986942,-2.529595,7.738200,3
-2.000196,-3.189855,8.129767,3
-1.914607,-3.107031,8.277583,3
-1.986942,-2.529595,7.738200,3
-1.914607,-3.107031,8.277583,3
-1.900637,-2.445229,7.878943,3
0.530394,-2.891138,7.077232,3
0.502115,-2.088922,6.613583,3
0.828961,-2.069718,6.632288,3
0.530394,-2.891138,7.077232,3
0.828961,-2.069718,6.632288,3
0.869336,-2.875251,7.103550,3
0.502115,-2.088922,6.613583,3
0.469688,-1.377405,6.173886,3
0.777739,-1.355115,6.184292,3
0.502115,-2.088922,6.613583,3
0.777739,-1.355115,6.184292,3
0.828961,-2.069718,6.632288,3
0.828961,-2.069718,6.632288,3
0.777739,-1.355115,6.184292,3
1.010943,-1.325277,6.197540,3
0.828961,-2.069718,6.632288,3
1.010943,-1.325277,6.197540,3
1.079251,-2.044341,6.657004,3
0.869336,-2.875251,7.103550,3
0.828961,-2.069718,6.632288,3
1.079251,-2.044341,6.657004,3
0.869336,-2.875251,7.103550,3
1.079251,-2.044341,6.657004,3
1.128729,-2.855391,7.138983,3
0.469688,-1.377405,6.173886,3
0.502115,-2.088922,6.613583,3
0.129573,-2.097152,6.605567,3
0.469688,-1.377405,6.173886,3
0.129573,-2.097152,6.605567,3
0.113876,-1.386994,6.169399,3
0.502115,-2.088922,6.613583,3
0.530394,-2.891138,7.077232,3
0.143696,-2.898993,7.066585,3
0.502115,-2.088922,6.613583,3
0.143696,-2.898993,7.066585,3
0.129573,-2.097152,6.605567,3
0.129573,-2.097152,6.605567,3
0.143696,-2.898993,7.066585,3
-0.266776,-2.900897,7.065196,3
0.129573,-2.097152,6.605567,3
-0.266776,-2.900897,7.065196,3
-0.265818,-2.098523,6.604230,3
0.113876,-1.386994,6.169399,3
0.129573,-2.097152,6.605567,3
-0.265818,-2.098523,6.604230,3
0.113876,-1.386994,6.169399,3
-0.265818,-2.098523,6.604230,3
-0.265818,-1.388613,6.168635,3
-0.265818,-1.388613,6.168635,3
-0.265818,-2.098523,6.604230,3
-0.661208,-2.097152,6.605566,3
-0.265818,-1.388613,6.168635,3
-0.661208,-2.097152,6.605566,3
-0.645511,-1.386993,6.169399,3
-0.265818,-2.098523,6.604230,3
-0.266776,-2.900897,7.065196,3
-0.677039,-2.898930,7.066652,3
-0.265818,-2.098523,6.604230,3
-0.677039,-2.898930,7.066652,3
-0.661208,-2.097152,6.605566,3
-0.661208,-2.097152,6.605566,3
-0.677039,-2.898930,7.066652,3
-1.063323,-2.891028,7.077346,3
-0.661208,-2.097152,6.605566,3
-1.063323,-2.891028,7.077346,3
-1.033750,-2.088921,6.613583,3
-0.645511,-1.386993,6.169399,3
-0.661208,-2.097152,6.605566,3
-1.033750,-2.088921,6.613583,3
-0.645511,-1.386993,6.169399,3
-1.033750,-2.088921,6.613583,3
-1.001324,-1.377404,6.173885,3
-1.001324,-1.377404,6.173885,3
-1.033750,-2.088921,6.613583,3
-1.360597,-2.069717,6.632287,3
-1.001324,-1.377404,6.173885,3
-1.360597,-2.069717,6.632287,3
-1.309375,-1.355115,6.184291,3
-1.033750,-2.088921,6.613583,3
-1.063323,-2.891028,7.077346,3
-1.401855,-2.875128,7.103669,3
-1.033750,-2.088921,6.613583,3
-1.401855,-2.875128,7.103669,3
-1.360597,-2.069717,6.632287,3
-1.360597,-2.069717,6.632287,3
-1.401855,-2.875128,7.103669,3
-1.660938,-2.855263,7.139084,3
-1.360597,-2.069717,6.632287,3
-1.660938,-2.855263,7.139084,3
-1.610886,-2.044341,6.657004,3
-1.309375,-1.355115,6.184291,3
-1.360597,-2.069717,6.632287,3
-1.610886,-2.044341,6.657004,3
-1.309375,-1.355115,6.184291,3
-1.610886,-2.044341,6.657004,3
-1.542579,-1.325277,6.197540,3
-1.542579,-1.325277,6.197540,3
-1.610886,-2.044341,6.657004,3
-1.753760,-2.017593,6.683058,3
-1.542579,-1.325277,6.197540,3
-1.753760,-2.017593,6.683058,3
-1.673850,-1.293041,6.210557,3
-1.610886,-2.044341,6.657004,3
-1.660938,-2.855263,7.139084,3
-1.808870,-2.835464,7.177054,3
-1.610886,-2.044341,6.657004,3
-1.808870,-2.835464,7.177054,3
-1.753760,-2.017593,6.683058,3
-1.753760,-2.017593,6.683058,3
-1.808870,-2.835464,7.177054,3
-1.899399,-2.797929,7.249942,3
-1.753760,-2.017593,6.683058,3
-1.899399,-2.797929,7.249942,3
-1.841081,-1.967509,6.734923,3
-1.673850,-1.293041,6.210557,3
-1.753760,-2.017593,6.683058,3
-1.841081,-1.967509,6.734923,3
-1.673850,-1.293041,6.210557,3
-1.841081,-1.967509,6.734923,3
-1.753063,-1.232397,6.239966,3
-1.510175,-0.787507,5.816669,3
-1.561570,-0.663309,5.846578,3
-1.323886,-0.624034,5.785669,3
-1.510175,-0.787507,5.816669,3
-1.323886,-0.624034,5.785669,3
-1.289633,-0.752466,5.760093,3
-1.561570,-0.663309,5.846578,3
-1.588710,-0.517939,5.904730,3
-1.342598,-0.475497,5.840834,3
-1.561570,-0.663309,5.846578,3
-1.342598,-0.475497,5.840834,3
-1.323886,-0.624034,5.785669,3
-1.323886,-0.624034,5.785669,3
-1.342598,-0.475497,5.840834,3
-1.028656,-0.468581,5.827990,3
-1.323886,-0.624034,5.785669,3
-1.028656,-0.468581,5.827990,3
-1.018206,-0.620207,5.772523,3
-1.289633,-0.752466,5.760093,3
-1.323886,-0.624034,5.785669,3
-1.018206,-0.620207,5.772523,3
-1.289633,-0.752466,5.760093,3
-1.018206,-0.620207,5.772523,3
-0.999751,-0.752860,5.747959,3
-1.640590,-3.557355,8.649736,3
-1.678207,-3.045069,8.398514,3
-1.825038,-3.064016,8.355074,3
-1.640590,-3.557355,8.649736,3
-1.825038,-3.064016,8.355074,3
-1.776422,-3.571508,8.605397,3
-1.678207,-3.045069,8.398514,3
-1.662874,-2.378217,7.992263,3
-1.810471,-2.400950,7.952604,3
-1.678207,-3.045069,8.398514,3
-1.810471,-2.400950,7.952604,3
-1.825038,-3.064016,8.355074,3
-1.825038,-3.064016,8.355074,3
-1.810471,-2.400950,7.952604,3
-1.900637,-2.445229,7.878943,3
-1.825038,-3.064016,8.355074,3
-1.900637,-2.445229,7.878943,3
-1.914607,-3.107031,8.277583,3
-1.776422,-3.571508,8.605397,3
-1.825038,-3.064016,8.355074,3
-1.914607,-3.107031,8.277583,3
-1.776422,-3.571508,8.605397,3
-1.914607,-3.107031,8.277583,3
-1.857555,-3.614934,8.529251,3
-1.662874,-2.378217,7.992263,3
-1.678207,-3.045069,8.398514,3
-1.420834,-3.034446,8.444180,3
-1.662874,-2.378217,7.992263,3
-1.420834,-3.034446,8.444180,3
-1.404271,-2.358488,8.031002,3
-1.678207,-3.045069,8.398514,3
-1.640590,-3.557355,8.649736,3
-1.398299,-3.561165,8.701252,3
-1.678207,-3.045069,8.398514,3
-1.398299,-3.561165,8.701252,3
-1.420834,-3.034446,8.444180,3
-1.420834,-3.034446,8.444180,3
-1.398299,-3.561165,8.701252,3
-1.074369,-3.577690,8.747872,3
-1.420834,-3.034446,8.444180,3
-1.074369,-3.577690,8.747872,3
-1.082231,-3.032872,8.482558,3
-1.404271,-2.358488,8.031002,3
-1.420834,-3.034446,8.444180,3
-1.082231,-3.032872,8.482558,3
-1.404271,-2.358488,8.031002,3
-1.082231,-3.032872,8.482558,3
-1.065943,-2.345175,8.061272,3
-1.753063,-1.232397,6.239966,3
-1.841081,-1.967509,6.734923,3
-1.924710,-1.872127,6.837074,3
-1.753063,-1.232397,6.239966,3
-1.924710,-1.872127,6.837074,3
-1.830091,-1.117338,6.302391,3
-1.841081,-1.967509,6.734923,3
-1.899399,-2.797929,7.249942,3
-1.986273,-2.724852,7.390109,3
-1.841081,-1.967509,6.734923,3
