# x,y,z (every 3 lines = 1 triangle)
8.945899,-8.891798,-8.974065
8.945899,9.000000,-8.974065
8.945899,9.000000,-8.186825
8.945899,-8.891798,-8.974065
8.945899,9.000000,-8.186825
8.945899,-8.891798,-8.186825
-8.945899,-8.891798,-8.974065
8.945899,-8.891798,-8.974065
8.945899,-8.891798,-8.186825
-8.945899,-8.891798,-8.974065
8.945899,-8.891798,-8.186825
-8.945899,-8.891798,-8.186825
-8.945899,9.000000,-8.974065
-8.945899,-8.891798,-8.974065
-8.945899,-8.891798,-8.186825
-8.945899,9.000000,-8.974065
-8.945899,-8.891798,-8.186825
-8.945899,9.000000,-8.186825
8.945899,9.000000,-8.974065
-8.945899,9.000000,-8.974065
-8.945899,9.000000,-8.186825
8.945899,9.000000,-8.974065
-8.945899,9.000000,-8.186825
8.945899,9.000000,-8.186825
8.945899,-8.891798,-8.974065
-8.945899,9.000000,-8.974065
8.945899,9.000000,-8.974065
8.945899,9.000000,-8.186825
-8.945899,9.000000,-8.186825
8.945899,-8.891798,-8.186825
-8.945899,9.000000,-8.974065
8.945899,-8.891798,-8.974065
-8.945899,-8.891798,-8.974065
-8.945899,-8.891798,-8.186825
8.945899,-8.891798,-8.186825
-8.945899,9.000000,-8.186825
8.930902,-8.914830,-8.936709
8.930902,-8.914830,8.955088
8.143663,-8.914830,8.955088
8.930902,-8.914830,-8.936709
8.143663,-8.914830,8.955088
8.143663,-8.914830,-8.936709
8.930902,8.976968,-8.936709
8.930902,-8.914830,-8.936709
8.143663,-8.914830,-8.936709
8.930902,8.976968,-8.936709
8.143663,-8.914830,-8.936709
8.143663,8.976968,-8.936709
8.930902,8.976968,8.955088
8.930902,8.976968,-8.936709
8.143663,8.976968,-8.936709
8.930902,8.976968,8.955088
8.143663,8.976968,-8.936709
8.143663,8.976968,8.955088
8.930902,-8.914830,8.955088
8.930902,8.976968,8.955088
8.143663,8.976968,8.955088
8.930902,-8.914830,8.955088
8.143663,8.976968,8.955088
8.143663,-8.914830,8.955088
8.930902,-8.914830,-8.936709
8.930902,8.976968,8.955088
8.930902,-8.914830,8.955088
8.143663,-8.914830,8.955088
8.143663,8.976968,8.955088
8.143663,-8.914830,-8.936709
8.930902,8.976968,8.955088
8.930902,-8.914830,-8.936709
8.930902,8.976968,-8.936709
8.143663,8.976968,-8.936709
8.143663,-8.914830,-8.936709
8.143663,8.976968,8.955088
8.945899,-8.212761,-8.936709
8.945899,-8.212761,8.955088
8.945899,-9.000000,8.955088
8.945899,-8.212761,-8.936709
8.945899,-9.000000,8.955088
8.945899,-9.000000,-8.936709
-8.945899,-8.212761,-8.936709
8.945899,-8.212761,-8.936709
8.945899,-9.000000,-8.936709
-8.945899,-8.212761,-8.936709
8.945899,-9.000000,-8.936709
-8.945899,-9.000000,-8.936709
-8.945899,-8.212761,8.955088
-8.945899,-8.212761,-8.936709
-8.945899,-9.000000,-8.936709
-8.945899,-8.212761,8.955088
-8.945899,-9.000000,-8.936709
-8.945899,-9.000000,8.955088
8.945899,-8.212761,8.955088
-8.945899,-8.212761,8.955088
-8.945899,-9.000000,8.955088
8.945899,-8.212761,8.955088
-8.945899,-9.000000,8.955088
8.945899,-9.000000,8.955088
8.945899,-8.212761,-8.936709
-8.945899,-8.212761,8.955088
8.945899,-8.212761,8.955088
8.945899,-9.000000,8.955088
-8.945899,-9.000000,8.955088
8.945899,-9.000000,-8.936709
-8.945899,-8.212761,8.955088
8.945899,-8.212761,-8.936709
-8.945899,-8.212761,-8.936709
-8.945899,-9.000000,-8.936709
8.945899,-9.000000,-8.936709
-8.945899,-9.000000,8.955088
